census_year,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_description,number_of_seats,longitude,latitude,location
2022,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,On The Grind Melbourne,"Shop 3, Ground 757 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,22,144.947992,-37.81938088,"-37.8193808754, 144.94799200964053"
2022,The Podium Building 2-24 Waterview Walk DOCKLANDS VIC 3008,Docklands,Barlog,2 Waterview Walk DOCKLANDS VIC 3008,Cafes and Restaurants,30,144.947992,-37.81938088,"-37.8193808754, 144.94799200964053"
2022,715-727 Bourke Street DOCKLANDS VIC 3008,Docklands,Travelodge Hotel Melbourne Docklands,Travelodge Docklands 66 Aurora Lane DOCKLANDS VIC 3008,Accommodation,70,144.950245,-37.81865754,"-37.81865753823454, 144.9502450218"
2022,V1 Village Docklands 8-18 McCrae Street DOCKLANDS VIC 3008,Docklands,Gokotta Kaffe,1 Village Street DOCKLANDS VIC 3008,Cafes and Restaurants,36,144.9507631,-37.82150854,"-37.8215085351, 144.95076307616432"
2022,Lantern 705-715 Collins Street DOCKLANDS VIC 3008,Docklands,Belluno Wine Bar,Part Ground 707 Collins Street DOCKLANDS VIC 3008,Cafes and Restaurants,22,144.951138,-37.82088249,"-37.82088249442511, 144.95113801219998"
2022,695-703 Collins Street DOCKLANDS VIC 3008,Docklands,Sergy Boy,"Shop 1-2, 699 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,68,144.9514686,-37.82020119,"-37.820201186000006, 144.95146864420656"
2022,695-703 Collins Street DOCKLANDS VIC 3008,Docklands,Peddler Espresso,"Shop 8, 699 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,20,144.9514686,-37.82020119,"-37.820201186000006, 144.95146864420656"
2022,Lion 737-743 Bourke Street DOCKLANDS VIC 3008,Docklands,The Hof Downtown,Part Ground 737 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,202,144.9490689,-37.81920222,"-37.81920222122055, 144.94906886145"
2022,Lion 737-743 Bourke Street DOCKLANDS VIC 3008,Docklands,Nine Elephants Thai Restaurant,Part Ground 737 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,10,144.9490689,-37.81920222,"-37.81920222122055, 144.94906886145"
2022,733-747 Collins Street DOCKLANDS VIC 3008,Docklands,Mr Collins,"Tenancy 12, 747 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,24,144.9494995,-37.82092926,"-37.8209292554, 144.94949950450552"
2022,733-747 Collins Street DOCKLANDS VIC 3008,Docklands,De Mad Hatter,46 Batmans Hill Drive DOCKLANDS VIC 3008,Cafes and Restaurants,93,144.9494995,-37.82092926,"-37.8209292554, 144.94949950450552"
2022,697 Collins Street DOCKLANDS VIC 3008,Docklands,Royal Stacks,"Shop 7, Ground 697 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,12,144.9517685,-37.82078722,"-37.82078722076635, 144.95176848070005"
2022,697 Collins Street DOCKLANDS VIC 3008,Docklands,Destination Roll,"Shop 6, Ground 697 Collins Street DOCKLANDS VIC 3008",Takeaway Food Services,7,144.9517685,-37.82078722,"-37.82078722076635, 144.95176848070005"
2022,National@Docklands 788-812 Bourke Street DOCKLANDS VIC 3008,Docklands,In A Rush 800,"Part Tenancy 3, 800 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,56,144.94508,-37.81885105,"-37.81885105, 144.945079983583"
2022,National@Docklands 788-812 Bourke Street DOCKLANDS VIC 3008,Docklands,Watermark Docklands,"Shop 9, 800 Bourke Street DOCKLANDS VIC 3008","Pubs, Taverns and Bars",374,144.94508,-37.81885105,"-37.81885105, 144.945079983583"
2022,The Merchant 834-846 Bourke Street DOCKLANDS VIC 3008,Docklands,Subway Vic Harbour,836 Bourke Street DOCKLANDS VIC 3008,Takeaway Food Services,10,144.9431188,-37.81977079,"-37.8197707901, 144.94311883186893"
2022,Dock 5 41-55 Victoria Harbour Promenade DOCKLANDS VIC 3008,Docklands,VinTam's Bakery,107-109 Merchant Street DOCKLANDS VIC 3008,Cafes and Restaurants,65,144.9429171,-37.8193524,"-37.81935239645, 144.94291705239638"
2022,816-828 Bourke Street DOCKLANDS VIC 3008,Docklands,Blended Beard,"Shop 9A, 818 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,32,144.9439709,-37.81926604,"-37.8192660434285, 144.9439708962"
2022,816-828 Bourke Street DOCKLANDS VIC 3008,Docklands,Blended Beard,"Shop 9A, 818 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,19,144.9439709,-37.81926604,"-37.8192660434285, 144.9439708962"
2022,816-828 Bourke Street DOCKLANDS VIC 3008,Docklands,Squires Loft Dockland,"Shop 1, 818 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,34,144.9439709,-37.81926604,"-37.8192660434285, 144.9439708962"
2022,The Gauge Site 821-827 Bourke Street DOCKLANDS VIC 3008,Docklands,Coffee Gauge,"Shop 1, 825 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,16,144.9441559,-37.82024428,"-37.82024427720189, 144.94415588535"
2022,829-843 Bourke Street DOCKLANDS VIC 3008,Docklands,Indi Hots Indian Restaurant,831B Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,30,144.9434599,-37.82044558,"-37.8204455766, 144.94345993523592"
2022,829-843 Bourke Street DOCKLANDS VIC 3008,Docklands,D G Expresso,"Kiosk 2, 63 Merchant Street DOCKLANDS VIC 3008",Cafes and Restaurants,27,144.9434599,-37.82044558,"-37.8204455766, 144.94345993523592"
2022,EXO Apartments 33-61 Merchant Street DOCKLANDS VIC 3008,Docklands,Kenny's Bakery Cafe,35 Merchant Street DOCKLANDS VIC 3008,Takeaway Food Services,20,144.9436819,-37.82092845,"-37.82092845245, 144.94368188299617"
2022,The Mosaic 791-803 Bourke Street DOCKLANDS VIC 3008,Docklands,Pok Pok,"Shop 7-8, 801 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,90,144.9456206,-37.81974124,"-37.81974124479267, 144.9456206136"
2022,Serrata Apartments 813-817 Bourke Street DOCKLANDS VIC 3008,Docklands,Tsukino Snizuku,817 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,20,144.9446907,-37.81994818,"-37.8199481825, 144.94469069475525"
2022,Serrata Apartments 813-817 Bourke Street DOCKLANDS VIC 3008,Docklands,Tsukino Snizuku,817 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,20,144.9446907,-37.81994818,"-37.8199481825, 144.94469069475525"
2022,ANZ 791-833 Collins Street DOCKLANDS VIC 3008,Docklands,Elements Cafe,"Shop 18C, 833 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,60,144.9457013,-37.82206262,"-37.82206262355, 144.94570130868357"
2022,131-141 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Off With The Ferries,Part 131-141 Harbour Esplanade DOCKLANDS VIC 3008,Cafes and Restaurants,10,144.9452948,-37.81711586,"-37.81711585817223, 144.94529483205"
2022,Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008,Docklands,O-Bento,"Shop 8, 838 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,78,144.9450194,-37.8210123,"-37.82101230354219, 144.9450193849"
2022,Concavo 1-13 Waterside Place DOCKLANDS VIC 3008,Docklands,Saluministi,892 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,44,144.9413874,-37.82006232,"-37.82006231645, 144.94138744512207"
2022,807-811 Bourke Street DOCKLANDS VIC 3008,Docklands,Cafenatics Forte,809 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,24,144.9450626,-37.81970439,"-37.81970438935, 144.94506260846123"
2022,East Tower 888 Collins Street DOCKLANDS VIC 3008,Docklands,Billy Barista,861 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,16,144.9423211,-37.82059733,"-37.82059732885, 144.94232109288475"
2022,East Tower 888 Collins Street DOCKLANDS VIC 3008,Docklands,Billy Barista,861 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,6,144.9423211,-37.82059733,"-37.82059732885, 144.94232109288475"
2022,839-865 Collins Street DOCKLANDS VIC 3008,Docklands,Chilangos Mexican Cantina Docklands,"Tenancy 2, 855 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,15,144.9440037,-37.8216286,"-37.82162859595, 144.94400365357916"
2022,839-865 Collins Street DOCKLANDS VIC 3008,Docklands,Thai Thani Docklands,"Tenancy 3, 851 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,53,144.9440037,-37.8216286,"-37.82162859595, 144.94400365357916"
2022,839-865 Collins Street DOCKLANDS VIC 3008,Docklands,Nourish-D,"Tenancy 1, 859 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,8,144.9440037,-37.8216286,"-37.82162859595, 144.94400365357916"
2022,839-865 Collins Street DOCKLANDS VIC 3008,Docklands,Chilangos Mexican Cantina Docklands,"Tenancy 2, 855 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,59,144.9440037,-37.8216286,"-37.82162859595, 144.94400365357916"
2022,839-865 Collins Street DOCKLANDS VIC 3008,Docklands,Thai Thani Docklands,"Tenancy 3, 851 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,14,144.9440037,-37.8216286,"-37.82162859595, 144.94400365357916"
2022,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008,Docklands,Renzo's Bar Cafe Italiano,"Tenancy 7, 46 Newquay Promenade DOCKLANDS VIC 3008",Cafes and Restaurants,90,144.9412386,-37.8146047,"-37.8146047014, 144.94123862893565"
2022,24-42 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Solidaire Victoria,28 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,120,144.9421705,-37.8143613,"-37.81436129865, 144.9421704720731"
2022,24-42 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Solidaire Victoria,28 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,60,144.9421705,-37.8143613,"-37.81436129865, 144.9421704720731"
2022,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,Docklands,B Club Cafe,43 Caravel Lane DOCKLANDS VIC 3008,Cafes and Restaurants,18,144.9406746,-37.81492163,"-37.8149216286, 144.94067463890494"
2022,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,Docklands,Sir Basil Café & Restaurant,62 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,60,144.9406746,-37.81492163,"-37.8149216286, 144.94067463890494"
2022,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,Docklands,B Club Cafe,43 Caravel Lane DOCKLANDS VIC 3008,Cafes and Restaurants,30,144.9406746,-37.81492163,"-37.8149216286, 144.94067463890494"
2022,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,Docklands,Sir Basil Café & Restaurant,62 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,140,144.9406746,-37.81492163,"-37.8149216286, 144.94067463890494"
2022,55 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Cargo,55A Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,80,144.9414163,-37.81534621,"-37.815346208250006, 144.94141629910104"
2022,Aquavista 397-407 Docklands Drive DOCKLANDS VIC 3008,Docklands,Evergreen Cafe And Pizzeria,42 Caravel Lane DOCKLANDS VIC 3008,Cafes and Restaurants,12,144.9402116,-37.8142881,"-37.814288099349994, 144.9402116381848"
2022,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Urban Alley Brewery,Shop G09 12 Star Circus DOCKLANDS VIC 3008,"Pubs, Taverns and Bars",200,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Lord Of The Fries Docklands,Shop G05 8 Star Circus DOCKLANDS VIC 3008,Takeaway Food Services,10,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,KFC,Shop G03 6 Star Circus DOCKLANDS VIC 3008,Takeaway Food Services,26,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,CE Building 1 Star Circus DOCKLANDS VIC 3008,Docklands,Nando's,Ground 1 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,50,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,CE Building 1 Star Circus DOCKLANDS VIC 3008,Docklands,The Pink Rabbit,Level 1 1 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,50,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,CE Building 1 Star Circus DOCKLANDS VIC 3008,Docklands,Nando's,Ground 1 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,35,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,CC Building 3-5 Star Circus DOCKLANDS VIC 3008,Docklands,Old Man Pho,Shop G02 4 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,10,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,CC Building 3-5 Star Circus DOCKLANDS VIC 3008,Docklands,Gelatoria On the Docks,Ground 36 Star Crescent DOCKLANDS VIC 3008,Takeaway Food Services,12,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,CC Building 3-5 Star Circus DOCKLANDS VIC 3008,Docklands,The Coffee Club,Ground 3 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,50,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,O'Brien Icehouse 99-127 Pearl River Road DOCKLANDS VIC 3008,Docklands,Igloo Cafe & St Moritz Bar,Part Ground & Pt Mezzanine 1 105 Pearl River Road DOCKLANDS VIC 3008,Cafes and Restaurants,80,144.9356315,-37.81213815,"-37.81213814988652, 144.93563148394998"
2022,364-378 Docklands Drive DOCKLANDS VIC 3008,Docklands,Humble Cafe,Part Level 6 370 Docklands Drive DOCKLANDS VIC 3008,Cafes and Restaurants,24,144.9418709,-37.81286378,"-37.81286378265, 144.94187093496612"
2022,120 Pearl River Road DOCKLANDS VIC 3008,Docklands,The Pancake Parlour,"Shop 5, Level 1 120 Pearl River Road DOCKLANDS VIC 3008",Cafes and Restaurants,163,144.9365893,-37.81185946,"-37.811859459, 144.93658926722165"
2022,3-43 Waterfront Way DOCKLANDS VIC 3008,Docklands,Melbourne Marriott Hotel Docklands,15 Waterfront Way DOCKLANDS VIC 3008,Accommodation,150,144.9391384,-37.81372143,"-37.813721430462024, 144.93913840305"
2022,Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008,Docklands,Them Authentic Vietnamese Cuisine & Rolls,"Part Unit 13, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,18,144.9524789,-37.82288363,"-37.8228836279, 144.95247888392848"
2022,Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008,Docklands,Hanoi Square,"Unit 14, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,30,144.9524789,-37.82288363,"-37.8228836279, 144.95247888392848"
2022,Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008,Docklands,Bababoi,"Unit 16, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,28,144.9524789,-37.82288363,"-37.8228836279, 144.95247888392848"
2022,Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008,Docklands,Perso,"Unit 15, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,24,144.9524789,-37.82288363,"-37.8228836279, 144.95247888392848"
2022,Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008,Docklands,Perso,"Unit 15, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,24,144.9524789,-37.82288363,"-37.8228836279, 144.95247888392848"
2022,64-90 Sutton Street NORTH MELBOURNE VIC 3051,North Melbourne,URBAN FOODIES PTY LTD,Part Ground 64 Sutton Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,28,144.9376376,-37.79162862,"-37.791628616699995, 144.93763758849605"
2022,11-41 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Melrose Takeaway,35 Melrose Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,4,144.9414036,-37.79501732,"-37.79501732425005, 144.9414035963"
2022,11-41 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Melrose Takeaway,35 Melrose Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,4,144.9414036,-37.79501732,"-37.79501732425005, 144.9414035963"
2022,532-534 Macaulay Road KENSINGTON VIC 3031,Kensington,Crust Gourmet Pizza Bar Kensington,Shop Ground 532-534 Macaulay Road KENSINGTON VIC 3031,Takeaway Food Services,8,144.9284456,-37.79402116,"-37.79402116377348, 144.9284456007"
2022,532-534 Macaulay Road KENSINGTON VIC 3031,Kensington,Crust Gourmet Pizza Bar Kensington,Shop Ground 532-534 Macaulay Road KENSINGTON VIC 3031,Takeaway Food Services,4,144.9284456,-37.79402116,"-37.79402116377348, 144.9284456007"
2022,522 Macaulay Road KENSINGTON VIC 3031,Kensington,Chicken Episode,Ground 522 Macaulay Road KENSINGTON VIC 3031,Cafes and Restaurants,24,144.9286995,-37.79404916,"-37.79404915904972, 144.92869952425002"
2022,188 Bellair Street KENSINGTON VIC 3031,Kensington,Fruits of Passion,188 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,40,144.9299914,-37.79392872,"-37.79392871825, 144.92999140827197"
2022,188 Bellair Street KENSINGTON VIC 3031,Kensington,Fruits of Passion,188 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,33,144.9299914,-37.79392872,"-37.79392871825, 144.92999140827197"
2022,72 Stubbs Street KENSINGTON VIC 3031,Kensington,La Tortilleria,72 Stubbs Street KENSINGTON VIC 3031,Cafes and Restaurants,10,144.9353015,-37.79142168,"-37.7914216757, 144.9353014628004"
2022,25-77 Stubbs Street KENSINGTON VIC 3031,Kensington,Cheeky Brothers,61 Stubbs Street KENSINGTON VIC 3031,Cafes and Restaurants,24,144.9359191,-37.79107093,"-37.79107092662218, 144.9359190859"
2022,25-77 Stubbs Street KENSINGTON VIC 3031,Kensington,Cheeky Brothers,61 Stubbs Street KENSINGTON VIC 3031,Cafes and Restaurants,8,144.9359191,-37.79107093,"-37.79107092662218, 144.9359190859"
2022,169-173 Rankins Road KENSINGTON VIC 3031,Kensington,Luncheonette Cafe,173 Rankins Road KENSINGTON VIC 3031,Cafes and Restaurants,8,144.9311131,-37.7943622,"-37.794362195944544, 144.9311131389"
2022,220-226 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),1932 Cafe & Restaurant,"Shop 10, Ground 93-107 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,24,144.966103,-37.81529691,"-37.81529690772045, 144.9661030243"
2022,220-226 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),1932 Cafe & Restaurant,"Shop 10, Ground 93-107 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,14,144.966103,-37.81529691,"-37.81529690772045, 144.9661030243"
2022,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Thai Viet,"Shop 4, 115 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,8,144.9657806,-37.81507018,"-37.8150701808, 144.965780600956"
2022,184-192 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bistrot D'Orsay,184 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,12,144.9672766,-37.81485204,"-37.81485204470721, 144.9672766257"
2022,209-231 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Mister Munro,Part 215 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,100,144.9670808,-37.81446502,"-37.81446502085, 144.96708078558916"
2022,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),People's Coffee,7 Benson Walk MELBOURNE VIC 3000,Takeaway Food Services,8,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Maverick Coffee And Food,95 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,18,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Next Hotel Melbourne,103 Little Collins Street MELBOURNE VIC 3000,Accommodation,80,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Ingresso Cafe,101 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,7,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Handpicked Urban Cellar Door Melbourne,8 Benson Walk MELBOURNE VIC 3000,"Pubs, Taverns and Bars",160,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,121-127 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Harry's At Stamford,Part Ground 121-127 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,8,144.969766,-37.81369204,"-37.81369203916043, 144.96976596554998"
2022,The Melbourne Club 36-50 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Melbourne Club,The Melbourne Club 36-50 Collins Street MELBOURNE VIC 3000,Clubs (Hospitality),137,144.9721131,-37.81324883,"-37.813248834110496, 144.9721130594"
2022,37 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Lourinha,37 Little Collins Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",60,144.9724927,-37.81278437,"-37.812784372789494, 144.9724927199"
2022,57-67 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),N Lee Bakery And Cafe,"Shop 4, 61 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,18,144.9716921,-37.81314087,"-37.81314087303295, 144.97169208755"
2022,57-67 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Raya Food Concept,"Shop 2-3, 61 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,20,144.9716921,-37.81314087,"-37.81314087303295, 144.97169208755"
