census_year,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_description,number_of_seats,longitude,latitude,location
2022,Wills Court 25 Wills Street MELBOURNE VIC 3000,Melbourne (CBD),Operator 25,"Unit 3, Ground 25 Wills Street MELBOURNE VIC 3000",Cafes and Restaurants,56,144.9572292,-37.81067687,"-37.81067687015, 144.9572292191701"
2022,284-294 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Lanzhou Beef Noodle Bar,379 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,65,144.9608497,-37.81001419,"-37.81001419111698, 144.96084965185"
2022,360 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Da Tie Niu,Ground 360 La Trobe Street MELBOURNE VIC 3000,Cafes and Restaurants,33,144.9591368,-37.81072052,"-37.81072051567875, 144.9591367792"
2022,51-53 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Darac,Ground 53 A'Beckett Street MELBOURNE VIC 3000,Cafes and Restaurants,44,144.9620739,-37.80909563,"-37.809095631678616, 144.9620739486"
2022,388-396 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Damiao Panda Fan,Part Level 1 388-396 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,20,144.9614224,-37.80952989,"-37.809529892049994, 144.96142241447978"
2022,388-396 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Damiao Panda Fan,Part Level 1 388-396 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,150,144.9614224,-37.80952989,"-37.809529892049994, 144.96142241447978"
2022,382-384 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Yingzi Fried Chuan,Ground 71 Little Latrobe St MELBOURNE VIC 3000,Cafes and Restaurants,20,144.9614511,-37.8097713,"-37.8097713042, 144.96145107881267"
2022,368-378 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Esme Patisserie,270 La Trobe Street MELBOURNE VIC 3000,Cafes and Restaurants,40,144.9617473,-37.80995265,"-37.8099526522, 144.96174730461894"
2022,368-378 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Hungry Jack's,Part Ground 368 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,66,144.9617473,-37.80995265,"-37.8099526522, 144.96174730461894"
2022,62-64 Little La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Nox Coffee Bar,62-64 Little La Trobe Street MELBOURNE VIC 3000,Cafes and Restaurants,50,144.9618907,-37.80940166,"-37.809401660062726, 144.96189070185"
2022,407-409 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Boss D,"Unit 2, Ground 407 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,110,144.9631827,-37.80895563,"-37.8089556346, 144.96318266853086"
2022,A'Beckett Tower 19-37 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),No 1 Spicy Pot,"Shop 1, 31 A'Beckett Street MELBOURNE VIC 3000",Cafes and Restaurants,26,144.9626103,-37.80894116,"-37.80894116045, 144.96261025448487"
2022,"Building 1, Francis Ormond 124 La Trobe Street MELBOURNE VIC 3000",Melbourne (CBD),Pearson And Murphy's Cafe,"Part Building 1, Ground 124 La Trobe Street MELBOURNE VIC 3000",Cafes and Restaurants,80,144.9645887,-37.80821792,"-37.80821791505, 144.96458869234556"
2022,Building 10 RMIT University 392 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),The Drum,Part Level 5 Building 10 392 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,88,144.9645887,-37.80821792,"-37.80821791505, 144.96458869234556"
2022,13A Victoria Street MELBOURNE VIC 3000,Melbourne (CBD),Han Guuk Guan Korean Restaurant,13A Victoria Street MELBOURNE VIC 3000,Cafes and Restaurants,100,144.9679808,-37.80758598,"-37.807585980750005, 144.96798075502056"
2022,211-213 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Patsys Melbourne,211-213 Franklin Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",13,144.9578403,-37.80968259,"-37.80968258858312, 144.9578403302"
2022,Radisson on Flagstaff Gardens 370-384 William Street MELBOURNE VIC 3000,Melbourne (CBD),Radison on Flagstaff Gardens Melbourne,Radisson on Flagstaff Gardens 380 William Street MELBOURNE VIC 3000,Accommodation,90,144.9561201,-37.81032268,"-37.81032267625399, 144.95612013340002"
2022,218-236 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Bentoman,3 Frederick Way MELBOURNE VIC 3000,Cafes and Restaurants,15,144.9565992,-37.81017254,"-37.8101725435, 144.956599166207"
2022,413-417 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Top Tea,"Shop 2, 413-417 Elizabeth Street MELBOURNE VIC 3000",Cafes and Restaurants,8,144.9605218,-37.80918734,"-37.80918733525, 144.9605217744215"
2022,413-417 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Workshop,Level 1 413-417 Elizabeth Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",50,144.9605218,-37.80918734,"-37.80918733525, 144.9605217744215"
2022,419 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Biang Biang Elizabeth,419 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,10,144.9604895,-37.80911593,"-37.8091159296, 144.9604894890179"
2022,427 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Shujinko Ramen,427 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,6,144.9604257,-37.80897513,"-37.808975126899995, 144.9604256557888"
2022,427 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Shujinko Ramen,427 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,32,144.9604257,-37.80897513,"-37.808975126899995, 144.9604256557888"
2022,433-435 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Dragon Hot Pot,433 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,26,144.9603435,-37.80885852,"-37.8088585204, 144.9603435131594"
2022,433-435 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Rose Garden Barbecue Shop,435 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,32,144.9603435,-37.80885852,"-37.8088585204, 144.9603435131594"
2022,437-439 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Menya Ramen,Ground 437-439 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,94,144.9602381,-37.80880977,"-37.80880976685, 144.96023808784668"
2022,437-439 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Menya Ramen,Ground 437-439 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,10,144.9602381,-37.80880977,"-37.80880976685, 144.96023808784668"
2022,151-165 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Daboba,"Shop G4, 163 Franklin Street MELBOURNE VIC 3000",Takeaway Food Services,15,144.9595688,-37.80904349,"-37.809043487817426, 144.95956878425"
2022,52-64 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Little Nooky,62 A'Beckett Street MELBOURNE VIC 3000,Takeaway Food Services,8,144.961497,-37.80874984,"-37.8087498407, 144.96149699753337"
2022,83-93 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Sarawak Kitchen Express,85 Franklin Street MELBOURNE VIC 3000,Cafes and Restaurants,56,144.961763,-37.80816951,"-37.8081695108, 144.96176300571975"
2022,83-93 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),No 1 Delicious,83 Franklin Street MELBOURNE VIC 3000,Cafes and Restaurants,102,144.961763,-37.80816951,"-37.8081695108, 144.96176300571975"
2022,133-159 Victoria Street MELBOURNE VIC 3000,Melbourne (CBD),Alex Canteen,157-159 Victoria Street MELBOURNE VIC 3000,Cafes and Restaurants,48,144.9576272,-37.80783257,"-37.807832574221266, 144.9576272223"
2022,133-159 Victoria Street MELBOURNE VIC 3000,Melbourne (CBD),Tuscany Coffee,133-135 Victoria Street MELBOURNE VIC 3000,Cafes and Restaurants,6,144.9576272,-37.80783257,"-37.807832574221266, 144.9576272223"
2022,83-129 Victoria Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,83-85 Victoria Street MELBOURNE VIC 3000,Cafes and Restaurants,24,144.9576272,-37.80783257,"-37.807832574221266, 144.9576272223"
2022,83-129 Victoria Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,83-85 Victoria Street MELBOURNE VIC 3000,Cafes and Restaurants,4,144.9576272,-37.80783257,"-37.807832574221266, 144.9576272223"
2022,489-499 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Jasper Kitchen,"Shop 1, 489-499 Elizabeth Street MELBOURNE VIC 3000",Cafes and Restaurants,60,144.9596336,-37.80750391,"-37.8075039091, 144.95963359440736"
2022,501-503 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),McDonalds,501-503 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,136,144.9595541,-37.80735246,"-37.8073524639, 144.95955412399587"
2022,501-503 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),McDonalds,501-503 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,64,144.9595541,-37.80735246,"-37.8073524639, 144.95955412399587"
2022,469 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Sarawak Kitchen,469 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,23,144.9599696,-37.80798299,"-37.807982985799995, 144.9599695614202"
2022,452-472 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Chef David,"Shop 102, Level 1 458 Elizabeth Street MELBOURNE VIC 3000",Cafes and Restaurants,60,144.960624,-37.80783716,"-37.80783716475, 144.96062400307895"
2022,499-511 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Podium,Part Ground 501 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,57,144.961925,-37.806931,"-37.80693100035, 144.96192497362023"
2022,Verve501 Apartments 483 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Nisa's Thai Street Food,491-493 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,98,144.9620896,-37.80728891,"-37.80728891305, 144.9620895650038"
2022,18-38 Siddeley Street DOCKLANDS VIC 3008,Docklands,Byblos Bar & Restaurant,"Shop 12, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,80,144.9537825,-37.82258101,"-37.8225810113, 144.9537825432986"
2022,377-391 Cardigan Street CARLTON VIC 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON VIC 3053,"Pubs, Taverns and Bars",50,144.9657543,-37.79725539,"-37.797255387330154, 144.9657543198"
2022,Kathleen Syme Library and Community Centre 249-263 Faraday Street CARLTON VIC 3053,Carlton,Wild Timor Coffee Carlton,Part 251 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,17,144.9652569,-37.79872084,"-37.79872083625, 144.96525690807624"
2022,Royal Dental Hospital 714-736 Swanston Street CARLTON VIC 3053,Carlton,Toothpicks Cafe,Part Ground 720 Swanston Street CARLTON VIC 3053,Cafes and Restaurants,60,144.9648941,-37.79946305,"-37.7994630472, 144.96489412481645"
2022,Royal Dental Hospital 714-736 Swanston Street CARLTON VIC 3053,Carlton,Toothpicks Cafe,Part Ground 720 Swanston Street CARLTON VIC 3053,Cafes and Restaurants,36,144.9648941,-37.79946305,"-37.7994630472, 144.96489412481645"
2022,221-229 Faraday Street CARLTON VIC 3053,Carlton,Ms Frankie Carlton,221-229 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,150,144.9667263,-37.79886117,"-37.7988611669, 144.96672631016162"
2022,219-221 Lygon Street CARLTON VIC 3053,Carlton,Papa Gino's Pizza Restaurant,219-221 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,40,144.9667162,-37.8001906,"-37.8001905952, 144.96671620951332"
2022,263 Lygon Street CARLTON VIC 3053,Carlton,Lagoon Dining,263 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,30,144.9668689,-37.7992972,"-37.79929719995, 144.96686885054876"
2022,275 Lygon Street CARLTON VIC 3053,Carlton,Aperitivo Bar Ristorante,275 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,45,144.9669104,-37.79905376,"-37.79905375545, 144.96691044378733"
2022,303 Lygon Street CARLTON VIC 3053,Carlton,Tiamo,303 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,45,144.96709,-37.79822119,"-37.798221186350005, 144.9670899577839"
2022,323 Lygon Street CARLTON VIC 3053,Carlton,Milk The Cow Licensed Fromagerie,323 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9671258,-37.79777441,"-37.79777441345, 144.9671257957682"
2022,331-335 Lygon Street CARLTON VIC 3053,Carlton,Jimmy Watson's Wine Bar,331-335 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,120,144.9671719,-37.79751106,"-37.79751106105, 144.9671719070076"
2022,337-343 Lygon Street CARLTON VIC 3053,Carlton,Intersection Cafe,341-343 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,4,144.9672262,-37.79734792,"-37.7973479194, 144.967226171795"
2022,330-332 Cardigan Street CARLTON VIC 3053,Carlton,Le Miel Et Le Lune,Gnd & Flr1 330 Cardigan Street CARLTON VIC 3053,Cafes and Restaurants,35,144.966378,-37.79685794,"-37.79685794455, 144.96637797302736"
2022,478 Drummond Street CARLTON VIC 3053,Carlton,Adonai Foods,Shop 478 Drummond Street CARLTON VIC 3053,Cafes and Restaurants,80,144.9692501,-37.79475022,"-37.794750219, 144.96925008666173"
2022,478 Drummond Street CARLTON VIC 3053,Carlton,Adonai Foods,Shop 478 Drummond Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9692501,-37.79475022,"-37.794750219, 144.96925008666173"
2022,497-513 Rathdowne Street CARLTON VIC 3053,Carlton,Rathdowne & Reeves Cafe,Part Ground 497-513 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,48,144.9707672,-37.79366093,"-37.793660925353514, 144.97076722885"
2022,414-422 Lygon Street CARLTON VIC 3053,Carlton,Green Man's Arms,414-422 Lygon Street CARLTON VIC 3053,"Pubs, Taverns and Bars",40,144.9678124,-37.79694534,"-37.79694533827049, 144.96781235255"
2022,156-160 Elgin Street CARLTON VIC 3053,Carlton,Bossa Nova Coffee And Friends,156 Elgin Street CARLTON VIC 3053,Cafes and Restaurants,25,144.9693918,-37.79713762,"-37.7971376205648, 144.9693917978"
2022,401 Rathdowne Street CARLTON VIC 3053,Carlton,Chapati Melbourne,401 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,30,144.9703211,-37.79692161,"-37.7969216122, 144.9703210845949"
2022,415-421 Rathdowne Street CARLTON VIC 3053,Carlton,Capitano,415-421 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,80,144.9704269,-37.79652043,"-37.796520432794665, 144.9704268719"
2022,161-169 Elgin Street CARLTON VIC 3053,Carlton,Ima Project Cafe,Ground 169 Elgin Street CARLTON VIC 3053,Cafes and Restaurants,22,144.9692946,-37.79758049,"-37.7975804873, 144.9692945956858"
2022,189 Elgin Street CARLTON VIC 3053,Carlton,The Heart of Carlton,"Shop 1, Ground 189 Elgin Street CARLTON VIC 3053",Takeaway Food Services,5,144.9682085,-37.79746375,"-37.79746375437851, 144.96820854835"
2022,198-204 Faraday Street CARLTON VIC 3053,Carlton,Crinitis Southern Italian Cuisine,Ground 198-204 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,110,144.9678378,-37.79850635,"-37.7985063541, 144.96783783810574"
2022,194-196 Faraday Street CARLTON VIC 3053,Carlton,Yo-Chi Frozen Yogurt,Ground 194-196 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9680154,-37.79843711,"-37.79843710868035, 144.96801536235"
2022,368-386 Lygon Street CARLTON VIC 3053,Carlton,Cinema Nova,368-384 Lygon Street CARLTON VIC 3053,Motion Picture Exhibition,30,144.9681485,-37.7980396,"-37.7980396049, 144.9681484723066"
2022,364 Lygon Street CARLTON VIC 3053,Carlton,Sea Salt Kitchen,364 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,23,144.9676437,-37.79828028,"-37.7982802815, 144.96764370647162"
2022,362 Lygon Street CARLTON VIC 3053,Carlton,Sea Salt Kitchen,362 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,50,144.9676347,-37.79832946,"-37.79832946425, 144.96763471495427"
2022,295-297 Drummond Street CARLTON VIC 3053,Carlton,Doc Pizza & Mozarella Bar,295-297 Drummond Street CARLTON VIC 3053,Cafes and Restaurants,40,144.9684443,-37.79898519,"-37.79898518795, 144.96844427357087"
2022,195-199 Faraday Street CARLTON VIC 3053,Carlton,Mint & Co Restaurant & Lounge,56-62 University Street CARLTON VIC 3053,Cafes and Restaurants,250,144.9678373,-37.79926893,"-37.79926893394804, 144.96783734195"
2022,201-203 Faraday Street CARLTON VIC 3053,Carlton,Shakahari Vegetarian Restaurant,201-203 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,76,144.9678005,-37.7990045,"-37.79900450119487, 144.9678004771"
2022,48-50 Grattan Street CARLTON VIC 3053,Carlton,Kaprica,48-50 Grattan Street CARLTON VIC 3053,Cafes and Restaurants,4,144.9678801,-37.80059709,"-37.80059709341719, 144.96788005985002"
2022,334-336 Lygon Street CARLTON VIC 3053,Carlton,Lavezzi Gelateria,334 Lygon Street CARLTON VIC 3053,Takeaway Food Services,4,144.9674929,-37.79916376,"-37.7991637631, 144.96749289978698"
2022,326-328 Lygon Street CARLTON VIC 3053,Carlton,DOC Espresso,Gnd & Flr1 326 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,50,144.9674737,-37.79932154,"-37.7993215402, 144.96747370103068"
2022,320 Lygon Street CARLTON VIC 3053,Carlton,Donnini's Restaurant,320 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,24,144.9674979,-37.79953963,"-37.7995396342, 144.96749787291787"
2022,306-308 Lygon Street CARLTON VIC 3053,Carlton,St Charly,Ground 306-308 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,64,144.9674204,-37.799787,"-37.79978700145, 144.9674203571774"
2022,109 Elgin Street CARLTON VIC 3053,Carlton,Abla's Restaurant,109 Elgin Street CARLTON VIC 3053,Cafes and Restaurants,80,144.9710337,-37.79781001,"-37.7978100089576, 144.9710337473"
2022,114-116 Rathdowne Street CARLTON VIC 3053,Carlton,Paris Go Bistro,114-116 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,50,144.9708848,-37.79695591,"-37.7969559118, 144.9708848482535"
2022,154-156 Rathdowne Street CARLTON VIC 3053,Carlton,Chamman Pizza,154-156 Rathdowne Street CARLTON VIC 3053,Takeaway Food Services,15,144.9710741,-37.79585696,"-37.7958569609, 144.97107405890344"
2022,138-150 Rathdowne Street CARLTON VIC 3053,Carlton,Tanaka Coffee and Grocer,140 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,6,144.9710396,-37.79604573,"-37.79604572650639, 144.97103963950002"
2022,138-150 Rathdowne Street CARLTON VIC 3053,Carlton,Darbaar Restaurant,144-146 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,65,144.9710396,-37.79604573,"-37.79604572650639, 144.97103963950002"
2022,176 Rathdowne Street CARLTON VIC 3053,Carlton,Thai 29 Carlton,176 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,8,144.9711753,-37.79523237,"-37.7952323664, 144.97117527986072"
2022,174 Rathdowne Street CARLTON VIC 3053,Carlton,Likya Turkish Eatery,174 Rathdowne Street CARLTON VIC 3053,Takeaway Food Services,7,144.9711673,-37.79527819,"-37.7952781935, 144.9711672990862"
2022,172 Rathdowne Street CARLTON VIC 3053,Carlton,Fu Lu Chinese Cafe,172 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9711596,-37.79532249,"-37.7953224938, 144.97115958382597"
2022,168-170 Rathdowne Street CARLTON VIC 3053,Carlton,The Olive Jar,168-170 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9711494,-37.79538115,"-37.7953811484, 144.97114936906004"
2022,237-239 Nicholson Street CARLTON VIC 3053,Carlton,The French Lettuce Patisserie and Bakery,Ground 237 Nicholson Street CARLTON VIC 3053,Bakery Product Manufacturing (Non-factory based),12,144.975135,-37.79439861,"-37.79439861125, 144.97513501943928"
2022,161-163 Nicholson Street CARLTON VIC 3053,Carlton,Al Dente Enoteca,Part 161-163 Nicholson Street CARLTON VIC 3053,Cafes and Restaurants,60,144.9748012,-37.79638867,"-37.7963886722, 144.97480120489553"
2022,Alan Gilbert Building - Bld 104 153-163 Barry Street CARLTON VIC 3053,Carlton,Baretto Cafe,Ground 161 Barry Street CARLTON VIC 3053,Cafes and Restaurants,15,144.9592811,-37.80023252,"-37.80023252015, 144.95928106312454"
2022,196-198 Pelham Street CARLTON VIC 3053,Carlton,The Dumplings & Tea Co,196 Pelham Street CARLTON VIC 3053,Cafes and Restaurants,24,144.9592349,-37.80185726,"-37.801857259550005, 144.95923493073423"
2022,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,Carlton,Graduate Union Of The University Of Melbourne Inc,230-234 Leicester Street CARLTON VIC 3053,Accommodation,200,144.9616181,-37.80103676,"-37.8010367623, 144.96161814789951"
2022,167 Grattan Street CARLTON VIC 3053,Carlton,Mantra Lounge,167 Grattan Street CARLTON VIC 3053,Cafes and Restaurants,34,144.9632975,-37.80058351,"-37.800583513467714, 144.96329750479998"
2022,22-40 Lincoln Square North CARLTON VIC 3053,Carlton,Lincoln Bakery Cafe,154 Bouverie Street CARLTON VIC 3053,Cafes and Restaurants,36,144.9627311,-37.80133608,"-37.80133608065, 144.96273111496384"
2022,743-751 Swanston Street CARLTON VIC 3053,Carlton,KFC Carlton,"Shop 2, 743-751 Swanston Street CARLTON VIC 3053",Cafes and Restaurants,22,144.9636422,-37.80062003,"-37.80062003495, 144.9636422194643"
2022,251-257 Cardigan Street CARLTON VIC 3053,Carlton,Rice Bar Not Only Rice,"Shop 1, Ground 121 Grattan Street CARLTON VIC 3053",Cafes and Restaurants,40,144.9651041,-37.80077073,"-37.8007707279, 144.96510407331394"
2022,644-658 Swanston Street CARLTON VIC 3053,Carlton,Pondok Laguna,644 Swanston Street CARLTON VIC 3053,Cafes and Restaurants,40,144.9642824,-37.80131897,"-37.801318971650005, 144.96428239776532"
2022,Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,Carlton,XD Fresh,"Tenancy 104D, 604 Swanston Street CARLTON VIC 3053",Takeaway Food Services,24,144.9643332,-37.80189616,"-37.801896158549994, 144.96433321843543"
2022,156-164 Cardigan Street CARLTON VIC 3053,Carlton,Don Tojo,"Unit 3, 164 Cardigan Street CARLTON VIC 3053",Cafes and Restaurants,48,144.9656262,-37.80132622,"-37.8013262219, 144.96562617682207"
2022,156-164 Cardigan Street CARLTON VIC 3053,Carlton,Carlton Grill & Kebab House,"Unit 2, 164 Cardigan Street CARLTON VIC 3053",Cafes and Restaurants,20,144.9656262,-37.80132622,"-37.8013262219, 144.96562617682207"
2022,117 Grattan Street CARLTON VIC 3053,Carlton,Pepper Alley,117 Grattan Street CARLTON VIC 3053,Cafes and Restaurants,20,144.965624,-37.8008,"-37.80079999611096, 144.9656240374"
2022,163-165 Lygon Street CARLTON VIC 3053,Carlton,Casa Del Gelato,Ground & Part Level 1 163 Lygon Street CARLTON VIC 3053,Takeaway Food Services,15,144.966431,-37.80186971,"-37.80186970945, 144.96643104760852"
2022,167 Lygon Street CARLTON VIC 3053,Carlton,Kabana Restaurant,167 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,16,144.9664459,-37.80178519,"-37.80178519465, 144.96644590312687"
2022,167 Lygon Street CARLTON VIC 3053,Carlton,Kabana Restaurant,167 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,30,144.9664459,-37.80178519,"-37.80178519465, 144.96644590312687"
2022,173 Lygon Street CARLTON VIC 3053,Carlton,Hwatu,173 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,12,144.9664775,-37.80160555,"-37.80160554845, 144.9664774805496"
2022,175 Lygon Street CARLTON VIC 3053,Carlton,Chocolateria San Churro,175 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,60,144.9664851,-37.80156226,"-37.801562261, 144.96648508949272"
2022,175 Lygon Street CARLTON VIC 3053,Carlton,Chocolateria San Churro,175 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,24,144.9664851,-37.80156226,"-37.801562261, 144.96648508949272"
2022,177-183 Lygon Street CARLTON VIC 3053,Carlton,Cafe Notturno,177-179 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,100,144.9665052,-37.80144757,"-37.80144757055, 144.96650524933202"
2022,177-183 Lygon Street CARLTON VIC 3053,Carlton,Cafe Cavallino,Gnd & Flr1 181-183 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,100,144.9665052,-37.80144757,"-37.80144757055, 144.96650524933202"
2022,189 Lygon Street CARLTON VIC 3053,Carlton,Tabouli,189 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,45,144.9664881,-37.8011904,"-37.8011904006, 144.96648807752754"
2022,201-203 Lygon Street CARLTON VIC 3053,Carlton,Tono On Borsari,201-203 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,70,144.9666724,-37.80089716,"-37.800897164350005, 144.9666724274619"
2022,199 Lygon Street CARLTON VIC 3053,Carlton,Seasons Provedore,199 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,18,144.966659,-37.80096713,"-37.80096713465, 144.96665903283798"
2022,115 Grattan Street CARLTON VIC 3053,Carlton,NL House,115 Grattan Street CARLTON VIC 3053,Takeaway Food Services,16,144.9656839,-37.80080695,"-37.800806954221, 144.96568388805002"
2022,256 Lygon Street CARLTON VIC 3053,Carlton,Il Gusto,256 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,24,144.96716,-37.80118709,"-37.801187090750005, 144.96715999541487"
2022,234-236 Lygon Street CARLTON VIC 3053,Carlton,Ziyka Restaurant,234-236 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,50,144.9672277,-37.80169378,"-37.80169377875, 144.96722770853754"
2022,60 Pelham Street CARLTON VIC 3053,Carlton,Assembly Store,60 Pelham Street CARLTON VIC 3053,Takeaway Food Services,15,144.9673357,-37.80262083,"-37.8026208315209, 144.96733572915"
2022,18-40 Queensberry Street CARLTON VIC 3053,Carlton,Coffee On Drummond,Ground 80 Drummond Street CARLTON VIC 3053,Cafes and Restaurants,18,144.968279,-37.80480731,"-37.8048073124, 144.9682790156816"
2022,18-40 Queensberry Street CARLTON VIC 3053,Carlton,Coffee On Drummond,Ground 80 Drummond Street CARLTON VIC 3053,Cafes and Restaurants,6,144.968279,-37.80480731,"-37.8048073124, 144.9682790156816"
2022,174-178 Lygon Street CARLTON VIC 3053,Carlton,Nefes,174-178 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,64,144.9667799,-37.80305849,"-37.80305848601739, 144.96677989559998"
2022,152-154 Lygon Street CARLTON VIC 3053,Carlton,El Giza Bar and Lounge,152-154 Lygon Street CARLTON VIC 3053,"Pubs, Taverns and Bars",100,144.9667444,-37.80359332,"-37.80359331715, 144.96674438122224"
2022,152-154 Lygon Street CARLTON VIC 3053,Carlton,El Giza Bar and Lounge,152-154 Lygon Street CARLTON VIC 3053,"Pubs, Taverns and Bars",20,144.9667444,-37.80359332,"-37.80359331715, 144.96674438122224"
2022,140-146 Lygon Street CARLTON VIC 3053,Carlton,Khabbay Restaurant,140-142 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,80,144.966723,-37.80378304,"-37.80378304395, 144.96672301141672"
